X_m, Pressure_Pa
1.66827664e-01, 1.59585250e+05
1.67124420e-01, 1.65090453e+05
1.67421892e-01, 1.70393016e+05
1.67720065e-01, 1.74833422e+05
1.68018967e-01, 1.78309125e+05
1.68318585e-01, 1.80935156e+05
1.68618917e-01, 1.82379406e+05
1.68919966e-01, 1.82759125e+05
1.69221729e-01, 1.82204594e+05
1.69524238e-01, 1.80679094e+05
1.69827446e-01, 1.78423578e+05
1.70131400e-01, 1.75535141e+05
1.70436069e-01, 1.71911563e+05
1.70741484e-01, 1.67763063e+05
1.71047628e-01, 1.63645766e+05
1.71354502e-01, 1.59904266e+05
1.71662107e-01, 1.56656922e+05
1.71970457e-01, 1.53933813e+05
1.72279537e-01, 1.51729609e+05
1.72589362e-01, 1.50040719e+05
1.72899932e-01, 1.48866141e+05
1.73211247e-01, 1.48528125e+05
1.73523307e-01, 1.49093563e+05
1.73836112e-01, 1.50379266e+05
1.74149662e-01, 1.52506969e+05
1.74463972e-01, 1.55503750e+05
1.74779043e-01, 1.59286172e+05
1.75094858e-01, 1.63637203e+05
1.75411433e-01, 1.68140750e+05
1.75728768e-01, 1.72224375e+05
1.76046863e-01, 1.75382875e+05
1.76365718e-01, 1.77558922e+05
1.76685333e-01, 1.78590359e+05
1.77005723e-01, 1.78586250e+05
1.77326888e-01, 1.77852656e+05
1.77648813e-01, 1.76322234e+05
1.77971512e-01, 1.74103125e+05
1.78294972e-01, 1.71277594e+05
1.78619221e-01, 1.68225000e+05
1.78944245e-01, 1.65423469e+05
1.79270044e-01, 1.63081297e+05
1.79596633e-01, 1.61288969e+05
1.79923996e-01, 1.60108750e+05
1.80252150e-01, 1.59625703e+05
1.80581093e-01, 1.59922891e+05
1.80910811e-01, 1.60981781e+05
1.81241333e-01, 1.62705750e+05
1.81572646e-01, 1.64975000e+05
1.81904748e-01, 1.67510063e+05
1.82237640e-01, 1.69963484e+05
1.82571337e-01, 1.71985750e+05
1.82905838e-01, 1.73355656e+05
1.83241129e-01, 1.73992469e+05
1.83577240e-01, 1.74053453e+05
1.83914140e-01, 1.73690484e+05
1.84251860e-01, 1.72894250e+05
1.84590384e-01, 1.71819859e+05
1.84929729e-01, 1.70715297e+05
1.85269877e-01, 1.69790875e+05
1.85610846e-01, 1.69156688e+05
1.85952619e-01, 1.68827906e+05
1.86295226e-01, 1.68835469e+05
1.86638653e-01, 1.69146969e+05
1.86982900e-01, 1.69651078e+05
1.87327966e-01, 1.70279563e+05
1.87673867e-01, 1.70954063e+05
1.88020602e-01, 1.71584734e+05
1.88368157e-01, 1.72104516e+05
1.88716561e-01, 1.72473625e+05
1.89065784e-01, 1.72706516e+05
1.89415842e-01, 1.72829625e+05
1.89766750e-01, 1.72877219e+05
1.90118492e-01, 1.72899531e+05
1.90471083e-01, 1.72919469e+05
1.90824524e-01, 1.72954563e+05
1.91178799e-01, 1.73020781e+05
1.91533938e-01, 1.73128594e+05
1.91889912e-01, 1.73281656e+05
1.92246750e-01, 1.73477500e+05
1.92615703e-01, 1.73709813e+05
1.92985728e-01, 1.73967375e+05
1.93356857e-01, 1.74236766e+05
1.93729073e-01, 1.74506547e+05
1.94102377e-01, 1.74767063e+05
1.94476783e-01, 1.75014828e+05
1.94852293e-01, 1.75248625e+05
1.95228904e-01, 1.75468844e+05
1.95606634e-01, 1.75679938e+05
1.95985466e-01, 1.75886594e+05
1.96365416e-01, 1.76092750e+05
1.96746483e-01, 1.76301125e+05
1.97128668e-01, 1.76512938e+05
1.97511971e-01, 1.76728125e+05
1.97896421e-01, 1.76945828e+05
1.98281989e-01, 1.77164828e+05
1.98668689e-01, 1.77383844e+05
1.99056521e-01, 1.77601906e+05
1.99445516e-01, 1.77818375e+05
1.99835628e-01, 1.78032906e+05
2.00226903e-01, 1.78245406e+05
2.00619340e-01, 1.78455906e+05
2.01012909e-01, 1.78664500e+05
2.01407656e-01, 1.78871250e+05
2.01803550e-01, 1.79076188e+05
2.02200606e-01, 1.79279313e+05
2.02598840e-01, 1.79480656e+05
2.02998251e-01, 1.79680156e+05
2.03398824e-01, 1.79877859e+05
2.03800574e-01, 1.80073625e+05
2.04203516e-01, 1.80266359e+05
2.04607636e-01, 1.80464328e+05
2.05012947e-01, 1.80669313e+05
2.05419451e-01, 1.80872047e+05
2.05827162e-01, 1.81070938e+05
2.06236050e-01, 1.81267078e+05
2.06646159e-01, 1.81461406e+05
2.07057461e-01, 1.81654500e+05
2.07469985e-01, 1.81846625e+05
2.07883716e-01, 1.82037766e+05
2.08298668e-01, 1.82227781e+05
2.08714843e-01, 1.82416563e+05
2.09132239e-01, 1.82604094e+05
2.09550858e-01, 1.82790281e+05
2.09970713e-01, 1.82975094e+05
2.10391805e-01, 1.83158547e+05
2.10814118e-01, 1.83340594e+05
2.11237699e-01, 1.83521250e+05
2.11662516e-01, 1.83700469e+05
2.12088585e-01, 1.83878266e+05
2.12515891e-01, 1.84054594e+05
2.12944478e-01, 1.84229500e+05
2.13374317e-01, 1.84402938e+05
2.13805407e-01, 1.84574891e+05
2.14237779e-01, 1.84745359e+05
2.14671418e-01, 1.84914375e+05
2.15106338e-01, 1.85081844e+05
2.15542540e-01, 1.85247844e+05
2.15980023e-01, 1.85412313e+05
2.16418788e-01, 1.85575250e+05
2.16858849e-01, 1.85736688e+05
2.17300192e-01, 1.85896594e+05
2.17742845e-01, 1.86054953e+05
2.18186796e-01, 1.86211766e+05
2.18632057e-01, 1.86367063e+05
2.19078630e-01, 1.86520813e+05
2.19526514e-01, 1.86673000e+05
2.19975710e-01, 1.86823688e+05
2.20426232e-01, 1.86972797e+05
2.20878080e-01, 1.87120359e+05
2.21331254e-01, 1.87266406e+05
2.21785769e-01, 1.87410906e+05
2.22241610e-01, 1.87553859e+05
2.22698793e-01, 1.87695281e+05
2.23157331e-01, 1.87835172e+05
2.23617211e-01, 1.87973516e+05
2.24078447e-01, 1.88110359e+05
2.24541038e-01, 1.88245672e+05
2.25004986e-01, 1.88379469e+05
2.25470304e-01, 1.88511750e+05
2.25936994e-01, 1.88642547e+05
2.26405039e-01, 1.88771859e+05
2.26874486e-01, 1.88899656e+05
2.27345303e-01, 1.89026000e+05
2.27817506e-01, 1.89150875e+05
2.28291094e-01, 1.89274281e+05
2.28766069e-01, 1.89396219e+05
2.29242459e-01, 1.89516734e+05
2.29720235e-01, 1.89635828e+05
2.30199426e-01, 1.89753469e+05
2.30680019e-01, 1.89869719e+05
2.31162027e-01, 1.89984563e+05
2.31645465e-01, 1.90098016e+05
2.32130319e-01, 1.90210063e+05
2.32616588e-01, 1.90320688e+05
2.33104303e-01, 1.90429656e+05
2.33593434e-01, 1.90537313e+05
2.34084025e-01, 1.90644938e+05
2.34576046e-01, 1.90751719e+05
2.35069513e-01, 1.90856656e+05
2.35564440e-01, 1.90960047e+05
2.36060828e-01, 1.91062078e+05
2.36558661e-01, 1.91162766e+05
2.37057969e-01, 1.91262172e+05
2.37558737e-01, 1.91360313e+05
2.38060996e-01, 1.91457203e+05
2.38564715e-01, 1.91552922e+05
2.39069924e-01, 1.91647438e+05
2.39576608e-01, 1.91740734e+05
2.40084797e-01, 1.91832875e+05
2.40594476e-01, 1.91923875e+05
2.41105646e-01, 1.92013750e+05
2.41618335e-01, 1.92102500e+05
2.42132515e-01, 1.92190156e+05
2.42648229e-01, 1.92276734e+05
2.43165448e-01, 1.92362219e+05
2.43684188e-01, 1.92446625e+05
2.44204447e-01, 1.92530031e+05
2.44726241e-01, 1.92612375e+05
2.45249584e-01, 1.92693734e+05
2.45774448e-01, 1.92774078e+05
2.46300861e-01, 1.92853438e+05
2.46828824e-01, 1.92931828e+05
2.47358352e-01, 1.93009234e+05
2.47889429e-01, 1.93085750e+05
2.48422056e-01, 1.93161297e+05
2.48956263e-01, 1.93235938e+05
2.49492034e-01, 1.93309672e+05
2.50029385e-01, 1.93382516e+05
2.50568330e-01, 1.93454469e+05
2.51108855e-01, 1.93525547e+05
2.51650959e-01, 1.93595813e+05
2.52194643e-01, 1.93665219e+05
2.52739966e-01, 1.93733797e+05
2.53286868e-01, 1.93801594e+05
2.53835380e-01, 1.93868563e+05
2.54385501e-01, 1.93934750e+05
2.54937261e-01, 1.94000156e+05
2.55490631e-01, 1.94064781e+05
2.56045640e-01, 1.94128641e+05
2.56602257e-01, 1.94191813e+05
2.57160515e-01, 1.94254219e+05
2.57720441e-01, 1.94315906e+05
2.58282006e-01, 1.94376906e+05
2.58845210e-01, 1.94437172e+05
2.59410083e-01, 1.94496766e+05
2.59976596e-01, 1.94555688e+05
2.60544807e-01, 1.94613922e+05
2.61114657e-01, 1.94671547e+05
2.61686206e-01, 1.94728484e+05
2.62259424e-01, 1.94784813e+05
2.62834340e-01, 1.94840500e+05
2.63410956e-01, 1.94895578e+05
2.63989240e-01, 1.94950031e+05
2.64569253e-01, 1.95003906e+05
2.65150934e-01, 1.95057188e+05
2.65734375e-01, 1.95109891e+05
2.66319484e-01, 1.95162016e+05
2.66906351e-01, 1.95213594e+05
2.67494947e-01, 1.95264594e+05
2.68085241e-01, 1.95315047e+05
2.68677294e-01, 1.95365000e+05
2.69271076e-01, 1.95414406e+05
2.69866616e-01, 1.95463281e+05
2.70463914e-01, 1.95511625e+05
2.71062970e-01, 1.95559484e+05
2.71663755e-01, 1.95606844e+05
2.72266358e-01, 1.95653719e+05
2.72870690e-01, 1.95700094e+05
2.73476809e-01, 1.95746000e+05
2.74084717e-01, 1.95791438e+05
2.74694413e-01, 1.95836422e+05
2.75305927e-01, 1.95880938e+05
2.75919199e-01, 1.95925000e+05
2.76534319e-01, 1.95968609e+05
2.77151197e-01, 1.96011781e+05
2.77769923e-01, 1.96054547e+05
2.78390467e-01, 1.96096875e+05
2.79012829e-01, 1.96138766e+05
2.79637039e-01, 1.96180250e+05
2.80263066e-01, 1.96221344e+05
2.80890942e-01, 1.96262016e+05
2.81520665e-01, 1.96302281e+05
2.82152236e-01, 1.96342188e+05
2.82785654e-01, 1.96381688e+05
2.83420950e-01, 1.96420813e+05
2.84058124e-01, 1.96459563e+05
2.84697145e-01, 1.96497922e+05
2.85338074e-01, 1.96535938e+05
2.85980880e-01, 1.96573578e+05
2.86625564e-01, 1.96610875e+05
2.87272155e-01, 1.96647797e+05
2.87920654e-01, 1.96684391e+05
2.88571060e-01, 1.96720625e+05
2.89223373e-01, 1.96756531e+05
2.89877594e-01, 1.96792094e+05
2.90533751e-01, 1.96827344e+05
2.91191846e-01, 1.96862250e+05
2.91851878e-01, 1.96896813e+05
2.92513847e-01, 1.96931094e+05
2.93177754e-01, 1.96965063e+05
2.93843597e-01, 1.96998688e+05
2.94511437e-01, 1.97032031e+05
2.95181215e-01, 1.97065063e+05
2.95852989e-01, 1.97097781e+05
2.96526730e-01, 1.97130203e+05
2.97202438e-01, 1.97162344e+05
2.97880143e-01, 1.97194188e+05
2.98559844e-01, 1.97225750e+05
2.99241543e-01, 1.97257031e+05
2.99925238e-01, 1.97288016e+05
3.00610960e-01, 1.97318750e+05
3.01298678e-01, 1.97349203e+05
3.01988453e-01, 1.97379375e+05
3.02680224e-01, 1.97409281e+05
3.03374052e-01, 1.97438922e+05
3.04069906e-01, 1.97468297e+05
3.04767817e-01, 1.97497438e+05
3.05467784e-01, 1.97526297e+05
3.06169808e-01, 1.97554891e+05
3.06873888e-01, 1.97583281e+05
3.07580054e-01, 1.97611391e+05
3.08288276e-01, 1.97639234e+05
3.08998585e-01, 1.97666875e+05
3.09711009e-01, 1.97694234e+05
3.10425520e-01, 1.97721406e+05
3.11142117e-01, 1.97748297e+05
3.11860830e-01, 1.97774984e+05
3.12581658e-01, 1.97801422e+05
3.13304603e-01, 1.97827656e+05
3.14029664e-01, 1.97853625e+05
3.14756870e-01, 1.97879391e+05
3.15486223e-01, 1.97904938e+05
3.16217721e-01, 1.97930266e+05
3.16951364e-01, 1.97955359e+05
3.17687154e-01, 1.97980266e+05
3.18425149e-01, 1.98004938e+05
3.19165260e-01, 1.98029391e+05
3.19907576e-01, 1.98053641e+05
3.20652097e-01, 1.98077703e+05
3.21398765e-01, 1.98101563e+05
3.22147667e-01, 1.98125188e+05
3.22898746e-01, 1.98148625e+05
3.23652059e-01, 1.98171875e+05
3.24407578e-01, 1.98194906e+05
3.25165302e-01, 1.98217766e+05
3.25925261e-01, 1.98240422e+05
3.26687455e-01, 1.98262859e+05
3.27451915e-01, 1.98285156e+05
3.28218609e-01, 1.98307219e+05
3.28987539e-01, 1.98329109e+05
3.29758763e-01, 1.98350828e+05
3.30532253e-01, 1.98372359e+05
3.31308007e-01, 1.98393703e+05
3.32086027e-01, 1.98414859e+05
3.32866371e-01, 1.98435844e+05
3.33648980e-01, 1.98456672e+05
3.34433913e-01, 1.98477297e+05
3.35221142e-01, 1.98497750e+05
3.36010695e-01, 1.98518016e+05
3.36802542e-01, 1.98538141e+05
3.37596744e-01, 1.98558094e+05
3.38393301e-01, 1.98577859e+05
3.39192182e-01, 1.98597500e+05
3.39993387e-01, 1.98616922e+05
3.40796977e-01, 1.98636219e+05
3.41602951e-01, 1.98655328e+05
3.42411250e-01, 1.98674313e+05
3.43221962e-01, 1.98693109e+05
3.44035029e-01, 1.98711734e+05
3.44850510e-01, 1.98730219e+05
3.45668405e-01, 1.98748563e+05
3.46488684e-01, 1.98766734e+05
3.47311378e-01, 1.98784750e+05
3.48136485e-01, 1.98802625e+05
3.48964036e-01, 1.98820344e+05
3.49794000e-01, 1.98837938e+05
3.50626409e-01, 1.98855344e+05
3.51461291e-01, 1.98872625e+05
3.52298617e-01, 1.98889750e+05
3.53138387e-01, 1.98906734e+05
3.53980660e-01, 1.98923609e+05
3.54825377e-01, 1.98940313e+05
3.55672598e-01, 1.98956875e+05
3.56522322e-01, 1.98973297e+05
3.57374519e-01, 1.98989578e+05
3.58229250e-01, 1.99005750e+05
3.59086484e-01, 1.99021734e+05
3.59946251e-01, 1.99037641e+05
3.60808522e-01, 1.99053391e+05
3.61673355e-01, 1.99069000e+05
3.62540722e-01, 1.99084500e+05
3.63410622e-01, 1.99099844e+05
3.64283115e-01, 1.99115047e+05
3.65158141e-01, 1.99130172e+05
3.66035759e-01, 1.99145141e+05
3.66915941e-01, 1.99159984e+05
3.67798746e-01, 1.99174703e+05
3.68684113e-01, 1.99189281e+05
3.69572103e-01, 1.99203766e+05
3.70462716e-01, 1.99218109e+05
3.71355951e-01, 1.99232344e+05
3.72251779e-01, 1.99246422e+05
3.73150259e-01, 1.99260438e+05
3.74051392e-01, 1.99274313e+05
3.74955177e-01, 1.99288063e+05
3.75861615e-01, 1.99301688e+05
3.76770705e-01, 1.99315203e+05
3.77682507e-01, 1.99328609e+05
3.78596961e-01, 1.99341922e+05
3.79514098e-01, 1.99355109e+05
3.80433947e-01, 1.99368172e+05
3.81356508e-01, 1.99381125e+05
3.82281780e-01, 1.99394000e+05
3.83209765e-01, 1.99406734e+05
3.84140491e-01, 1.99419375e+05
3.85073930e-01, 1.99431891e+05
3.86010140e-01, 1.99444313e+05
3.86949092e-01, 1.99456609e+05
3.87890816e-01, 1.99468844e+05
3.88835311e-01, 1.99480938e+05
3.89782578e-01, 1.99492938e+05
3.90732646e-01, 1.99504844e+05
3.91685486e-01, 1.99516625e+05
3.92641157e-01, 1.99528328e+05
3.93599600e-01, 1.99539938e+05
3.94560903e-01, 1.99551422e+05
3.95525008e-01, 1.99562828e+05
3.96491945e-01, 1.99574156e+05
3.97461742e-01, 1.99585344e+05
3.98434401e-01, 1.99596453e+05
3.99409890e-01, 1.99607484e+05
4.00388271e-01, 1.99618406e+05
4.01369542e-01, 1.99629234e+05
4.02353674e-01, 1.99639969e+05
4.03340727e-01, 1.99650625e+05
4.04330641e-01, 1.99661156e+05
4.05323505e-01, 1.99671609e+05
4.06319290e-01, 1.99682000e+05
4.07317996e-01, 1.99692281e+05
4.08319622e-01, 1.99702469e+05
4.09324229e-01, 1.99712547e+05
4.10331756e-01, 1.99722547e+05
4.11342263e-01, 1.99732484e+05
4.12355751e-01, 1.99742313e+05
4.13372219e-01, 1.99752047e+05
4.14391667e-01, 1.99761719e+05
4.15414095e-01, 1.99771266e+05
4.16439563e-01, 1.99780750e+05
4.17468041e-01, 1.99790125e+05
4.18499529e-01, 1.99799391e+05
4.19534087e-01, 1.99808594e+05
4.20571655e-01, 1.99817672e+05
4.21612293e-01, 1.99826672e+05
4.22655970e-01, 1.99835563e+05
4.23702747e-01, 1.99844328e+05
4.24752563e-01, 1.99852984e+05
4.25805509e-01, 1.99861531e+05
4.26861525e-01, 1.99869953e+05
4.27920669e-01, 1.99878219e+05
4.28982913e-01, 1.99886344e+05
4.30048287e-01, 1.99894313e+05
4.31116790e-01, 1.99902125e+05
4.32188451e-01, 1.99909703e+05
4.33263272e-01, 1.99917094e+05
4.34341222e-01, 1.99924266e+05
4.35422361e-01, 1.99931188e+05
4.36506689e-01, 1.99937828e+05
4.37594175e-01, 1.99944188e+05
4.38684881e-01, 1.99950203e+05
4.39778805e-01, 1.99955906e+05
4.40875947e-01, 1.99961250e+05
4.41976309e-01, 1.99966234e+05
4.43079889e-01, 1.99970797e+05
undef, undef
4.44186747e-01, 1.99975156e+05
4.45491105e-01, 1.99979391e+05
4.46795434e-01, 1.99983297e+05
4.48099792e-01, 1.99986656e+05
4.49404150e-01, 1.99989547e+05
4.50708479e-01, 1.99991984e+05
4.52012837e-01, 1.99993984e+05
4.53317195e-01, 1.99995656e+05
4.54621524e-01, 1.99997000e+05
4.55925882e-01, 1.99998047e+05
4.57230240e-01, 1.99998891e+05
4.58534569e-01, 1.99999516e+05
4.59838927e-01, 1.99999969e+05
4.61143255e-01, 2.00000281e+05
4.62447613e-01, 2.00000469e+05
4.63751972e-01, 2.00000594e+05
4.65056300e-01, 2.00000625e+05
4.66360658e-01, 2.00000594e+05
4.67665017e-01, 2.00000500e+05
4.68969345e-01, 2.00000438e+05
4.70273703e-01, 2.00000203e+05
4.71578062e-01, 2.00000281e+05
4.72882390e-01, 1.99999438e+05
4.74186748e-01, 1.99999125e+05


